row ID,MaritalStatus,Gender,EstimatedYearlyIncome,NumberOfContracts,Age,Target,Available401K,CustomerValueSegment,ChurnScore,CallActivity,SentimentRating,Products,WebActivity,Iteration
R10006_Row10006_Row10006_Row10006#3,S,F,20000,0,50,1,1,3,0,1,1,P+B Investment,1,3
R10007_Row10007_Row10007_Row10007#3,M,M,20000,0,50,0,0,3,0.1,1,1,P+B Investment,1,3
R10008_Row10008_Row10008_Row10008#3,S,F,20000,0,50,1,1,3,0,1,1,P+B Investment,1,3
R10009_Row10009_Row10009_Row10009#3,S,M,20000,0,50,0,0,3,0.1,1,1,P+B Investment,1,3
R10010_Row10010_Row10010_Row10010#3,M,M,20000,0,49,0,0,3,0.1,1,1,P+B Investment,1,3
R10011_Row10011_Row10011_Row10011#3,S,F,20000,0,49,1,1,3,0,1,1,P+B Investment,1,3
R10012_Row10012_Row10012_Row10012#3,M,F,20000,1,51,1,0,3,0.2,1,2,P+B Investment,0,3
R10013_Row10013_Row10013_Row10013#3,M,M,20000,1,52,1,1,3,0.2,1,2,P+B Investment,0,3
R10014_Row10014_Row10014_Row10014#3,M,F,20000,1,52,1,1,3,0,1,2,P+B Investment,0,3
R10026_Row10026_Row10026_Row10026#3,S,M,20000,1,40,0,0,3,0.2,1,0,P+B Investment,0,3
R10027_Row10027_Row10027_Row10027#3,S,M,20000,1,40,1,1,3,0.1,1,0,P+B Investment,0,3
R10028_Row10028_Row10028_Row10028#3,S,M,20000,1,39,0,0,3,0.2,1,0,P+B Investment,0,3
R10032_Row10032_Row10032_Row10032#3,S,M,20000,1,40,0,0,3,0.2,2,0,P+B Investment,0,3
R10041_Row10041_Row10041_Row10041#3,M,M,20000,1,57,1,0,3,0.2,3,2,P+B Investment,0,3
R10042_Row10042_Row10042_Row10042#3,M,M,20000,1,58,1,1,3,0.1,1,2,P+B Investment,0,3
R10044_Row10044_Row10044_Row10044#3,M,M,20000,1,59,1,0,3,0.1,1,2,P+B Investment,0,3
R10047_Row10047_Row10047_Row10047#3,S,F,20000,0,42,1,0,3,0,1,1,P+B Investment,1,3
R10048_Row10048_Row10048_Row10048#3,M,F,20000,1,42,1,0,3,0.2,1,1,P+B Investment,1,3
R10049_Row10049_Row10049_Row10049#3,S,M,20000,1,42,0,1,3,0.2,1,1,P+B Investment,1,3
R10059_Row10059_Row10059_Row10059#3,M,F,20000,1,43,1,1,3,0.2,1,1,P+B Investment,1,3
R10082_Row10082_Row10082_Row10082#3,S,M,30000,0,46,0,1,3,0,3,2,P+B Investment,2,3
R10085_Row10085_Row10085_Row10085#3,M,F,20000,1,76,0,0,3,0.2,1,2,P+B Investment,0,3
R10086_Row10086_Row10086_Row10086#3,M,F,20000,1,77,0,1,3,0.2,1,2,P+B Investment,0,3
R10088_Row10088_Row10088_Row10088#3,S,M,30000,1,44,0,0,3,0,4,2,P+B Investment,2,3
R10089_Row10089_Row10089_Row10089#3,S,F,30000,1,45,1,1,3,0,2,2,P+B Investment,2,3
R10090_Row10090_Row10090_Row10090#3,S,M,30000,1,45,1,1,3,0,2,2,P+B Investment,2,3
R10091_Row10091_Row10091_Row10091#3,S,F,30000,2,45,0,1,3,0,2,2,P+B Investment,2,3
R10094_Row10094_Row10094_Row10094#3,S,F,30000,2,46,0,1,3,0,3,2,P+B Investment,2,3
R10095_Row10095_Row10095_Row10095#3,S,M,30000,2,46,0,1,3,0,2,2,P+B Investment,2,3
R10096_Row10096_Row10096_Row10096#3,S,M,30000,0,47,0,1,3,0,2,3,P+B Investment,3,3
R10100_Row10100_Row10100_Row10100#3,S,F,30000,1,31,1,1,3,0,1,3,P+B Investment,3,3
R10101_Row10101_Row10101_Row10101#3,S,F,30000,2,31,0,1,3,0,2,3,P+B Investment,3,3
R10109_Row10109_Row10109_Row10109#3,S,F,30000,1,32,0,1,3,0,3,4,P+B Investment,4,3
R10110_Row10110_Row10110_Row10110#3,M,M,30000,2,32,0,1,3,0,2,4,P+B Investment,4,3
R10111_Row10111_Row10111_Row10111#3,S,M,30000,2,31,0,0,3,0,2,4,P+B Investment,4,3
R10112_Row10112_Row10112_Row10112#3,M,M,30000,3,33,0,1,3,0,2,5,P+B Investment,5,3
R10113_Row10113_Row10113_Row10113#3,S,F,30000,1,33,0,0,3,0.2,2,0,P+B Investment,0,3
R10114_Row10114_Row10114_Row10114#3,M,F,30000,1,32,0,1,3,0,2,0,P+B Investment,0,3
R10115_Row10115_Row10115_Row10115#3,S,M,30000,1,33,0,0,3,0.2,2,0,P+B Investment,0,3
R10120_Row10120_Row10120_Row10120#3,M,M,30000,1,34,0,0,3,0,1,0,P+B Investment,0,3
R10125_Row10125_Row10125_Row10125#3,S,M,30000,1,34,0,0,3,0.2,1,0,P+B Investment,0,3
R10126_Row10126_Row10126_Row10126#3,S,F,30000,1,34,1,1,3,0.2,2,0,P+B Investment,0,3
R10127_Row10127_Row10127_Row10127#3,S,F,30000,1,35,0,0,3,0.2,2,0,P+B Investment,0,3
R10128_Row10128_Row10128_Row10128#3,S,M,30000,1,35,0,1,3,0,2,0,P+B Investment,0,3
R10129_Row10129_Row10129_Row10129#3,S,M,30000,1,35,0,0,3,0.2,2,0,P+B Investment,0,3
R10132_Row10132_Row10132_Row10132#3,S,M,30000,1,36,0,0,3,0,1,0,P+B Investment,0,3
R10133_Row10133_Row10133_Row10133#3,S,F,30000,1,36,0,0,3,0.2,2,0,P+B Investment,0,3
R10138_Row10138_Row10138_Row10138#3,M,F,70000,1,48,1,0,2,0,1,1,P+B Investment,0,3
R10139_Row10139_Row10139_Row10139#3,M,M,70000,1,48,1,1,2,0.2,3,1,P+B Investment,0,3
R10143_Row10143_Row10143_Row10143#3,M,F,60000,1,49,1,1,2,0.2,3,1,P+B Investment,0,3
R10144_Row10144_Row10144_Row10144#3,M,M,60000,1,49,1,1,2,0,3,1,P+B Investment,0,3
R10146_Row10146_Row10146_Row10146#3,M,M,60000,1,50,1,0,2,0,4,1,P+B Investment,0,3
R10147_Row10147_Row10147_Row10147#3,M,M,60000,1,50,1,1,2,0.2,3,1,P+B Investment,0,3
R10148_Row10148_Row10148_Row10148#3,S,F,50000,1,43,1,1,2,0.2,3,0,P+B Investment,0,3
R10149_Row10149_Row10149_Row10149#3,S,M,50000,1,42,1,1,2,0.2,3,0,P+B Investment,0,3
R10155_Row10155_Row10155_Row10155#3,M,M,60000,1,50,1,0,2,0.2,4,1,P+B Investment,0,3
R10156_Row10156_Row10156_Row10156#3,M,F,60000,1,50,1,1,2,0,3,1,P+B Investment,0,3
R10196_Row10196_Row10196_Row10196#3,M,F,60000,1,49,0,1,1,0.5,4,1,P+B Investment,0,3
R10199_Row10199_Row10199_Row10199#3,S,F,60000,1,49,1,1,1,0.5,4,1,P+B Investment,0,3
R10200_Row10200_Row10200_Row10200#3,S,F,60000,1,49,1,1,1,0.5,3,1,P+B Investment,0,3
R10206_Row10206_Row10206_Row10206#3,S,M,60000,1,50,1,0,1,0.5,5,1,P+B Investment,0,3
R10207_Row10207_Row10207_Row10207#3,M,M,60000,1,50,0,1,1,0.5,3,1,P+B Investment,0,3
R10208_Row10208_Row10208_Row10208#3,S,F,30000,2,78,0,1,1,0.5,3,2,P+B Investment,0,3
R10220_Row10220_Row10220_Row10220#3,M,F,70000,2,48,0,0,1,0.5,4,5,P+B Investment,4,3
R10221_Row10221_Row10221_Row10221#3,M,M,60000,1,49,0,1,1,0.5,3,1,P+B Investment,0,3
R10222_Row10222_Row10222_Row10222#3,M,M,60000,1,48,1,1,1,0,3,1,P+B Investment,0,3
R10223_Row10223_Row10223_Row10223#3,S,F,70000,3,49,0,1,1,1,3,5,P+B Investment,4,3
R10226_Row10226_Row10226_Row10226#3,S,M,80000,1,54,1,1,1,0,4,1,P+B Investment,0,3
R10227_Row10227_Row10227_Row10227#3,M,F,30000,2,57,0,0,1,0.5,3,2,P+B Investment,0,3
R10239_Row10239_Row10239_Row10239#3,M,F,30000,2,72,0,0,1,0,3,2,P+B Investment,0,3
R10254_Row10254_Row10254_Row10254#3,M,F,30000,2,70,0,0,1,0.5,3,2,P+B Investment,0,3
R10261_Row10261_Row10261_Row10261#3,S,F,40000,1,34,0,1,2,0.5,3,0,P+B Investment,0,3
R10263_Row10263_Row10263_Row10263#3,S,F,40000,1,35,0,0,2,0.5,3,0,P+B Investment,0,3
R10264_Row10264_Row10264_Row10264#3,S,M,60000,1,37,1,0,2,0.5,3,0,P+B Investment,0,3
R10265_Row10265_Row10265_Row10265#3,S,M,70000,2,38,1,1,2,0.5,3,0,P+B Investment,0,3
R10274_Row10274_Row10274_Row10274#3,S,M,60000,1,31,1,1,2,0.5,5,0,P+B Investment,0,3
R10275_Row10275_Row10275_Row10275#3,M,F,60000,1,30,1,1,2,0.5,3,0,P+B Investment,0,3
R10280_Row10280_Row10280_Row10280#3,S,M,40000,1,31,0,1,2,0.1,2,0,P+B Investment,0,3
R10281_Row10281_Row10281_Row10281#3,S,F,60000,2,32,1,0,2,0.1,3,0,P+B Investment,0,3
R10282_Row10282_Row10282_Row10282#3,M,F,60000,2,32,1,0,2,0.5,3,0,P+B Investment,0,3
R10285_Row10285_Row10285_Row10285#3,M,F,90000,1,46,0,1,2,1,3,0,P+B Investment,0,3
R10286_Row10286_Row10286_Row10286#3,S,M,100000,2,47,0,0,2,0.5,4,0,P+B Investment,2,3
R10289_Row10289_Row10289_Row10289#3,S,M,90000,0,48,1,0,2,0.5,5,4,P+B Investment,3,3
R10290_Row10290_Row10290_Row10290#3,S,M,100000,3,48,0,1,2,0.1,4,1,P+B Investment,2,3
R10291_Row10291_Row10291_Row10291#3,M,F,100000,3,47,1,0,2,0.5,4,1,P+B Investment,2,3
R10292_Row10292_Row10292_Row10292#3,M,M,100000,4,48,0,1,2,0.1,4,1,P+B Investment,2,3
R10293_Row10293_Row10293_Row10293#3,S,F,120000,4,48,1,1,2,0.5,4,1,P+B Investment,3,3
R10295_Row10295_Row10295_Row10295#3,M,M,70000,3,48,0,1,2,0.5,5,5,P+B Investment,4,3
R10296_Row10296_Row10296_Row10296#3,M,M,80000,3,48,0,1,2,0.1,4,5,P+B Investment,4,3
R10309_Row10309_Row10309_Row10309#3,M,F,80000,1,55,1,1,2,0.1,4,3,P+B Investment,2,3
R10318_Row10318_Row10318_Row10318#3,S,M,80000,3,50,0,1,2,0.1,5,5,P+B Investment,4,3
R10323_Row10323_Row10323_Row10323#3,M,M,100000,4,49,1,1,2,0.5,4,3,P+B Investment,2,3
R10324_Row10324_Row10324_Row10324#3,M,F,110000,4,50,0,1,2,0.2,4,5,P+B Investment,3,3
R10326_Row10326_Row10326_Row10326#3,M,F,160000,3,50,1,1,2,0.2,4,1,P+B Investment,3,3
R10337_Row10337_Row10337_Row10337#3,S,F,40000,2,57,0,1,2,0.5,5,3,P+B Investment,0,3
R10338_Row10338_Row10338_Row10338#3,M,F,40000,2,57,0,1,2,0.5,4,3,P+B Investment,0,3
R10359_Row10359_Row10359_Row10359#3,M,M,30000,2,64,1,1,1,0.1,5,2,P+B Investment,0,3
R10361_Row10361_Row10361_Row10361#3,M,M,30000,2,63,1,1,1,0.1,3,2,P+B Investment,0,3
R10362_Row10362_Row10362_Row10362#3,M,M,30000,2,63,0,0,1,0.5,2,2,P+B Investment,0,3
R10368_Row10368_Row10368_Row10368#3,M,M,60000,2,33,0,1,2,0.5,2,0,P+B Investment,0,3
R10369_Row10369_Row10369_Row10369#3,M,F,70000,2,33,1,1,2,0.5,3,0,P+B Investment,0,3
R10379_Row10379_Row10379_Row10379#3,M,F,30000,2,60,1,1,1,0.1,2,3,P+B Investment,0,3
R10380_Row10380_Row10380_Row10380#3,M,F,30000,2,60,1,0,1,0.1,2,3,P+B Investment,0,3
R10381_Row10381_Row10381_Row10381#3,M,M,30000,2,60,0,0,1,0.5,2,3,P+B Investment,0,3
R10382_Row10382_Row10382_Row10382#3,M,M,30000,2,60,0,0,1,0.5,2,3,P+B Investment,0,3
R10385_Row10385_Row10385_Row10385#3,S,F,30000,2,30,1,0,2,0.5,3,0,P+B Investment,0,3
R10386_Row10386_Row10386_Row10386#3,S,F,30000,2,30,1,1,2,0.5,3,0,P+B Investment,0,3
R10390_Row10390_Row10390_Row10390#3,M,M,40000,2,57,0,0,1,0.1,3,3,P+B Investment,0,3
R10393_Row10393_Row10393_Row10393#3,S,F,70000,2,56,1,0,1,0.1,2,2,P+B Investment,0,3
R10394_Row10394_Row10394_Row10394#3,S,F,70000,2,55,1,0,1,0.5,3,2,P+B Investment,0,3
R10395_Row10395_Row10395_Row10395#3,M,F,40000,2,34,0,1,2,0.5,3,0,P+B Investment,0,3
R10396_Row10396_Row10396_Row10396#3,S,F,40000,2,34,1,1,2,0.1,3,0,P+B Investment,0,3
R10398_Row10398_Row10398_Row10398#3,M,M,60000,2,35,0,1,2,0.5,3,0,P+B Investment,0,3
R10399_Row10399_Row10399_Row10399#3,M,M,60000,2,34,0,1,2,0.5,3,0,P+B Investment,0,3
R10400_Row10400_Row10400_Row10400#3,S,M,60000,2,36,1,1,2,0.1,3,0,P+B Investment,0,3
R10401_Row10401_Row10401_Row10401#3,S,M,60000,2,37,1,0,2,0.5,3,0,P+B Investment,0,3
R10410_Row10410_Row10410_Row10410#3,M,M,70000,2,37,1,1,2,0,5,0,P+B Investment,0,3
R10411_Row10411_Row10411_Row10411#3,S,F,70000,2,37,1,0,2,0,4,0,P+B Investment,0,3
R10413_Row10413_Row10413_Row10413#3,M,M,60000,2,36,0,1,2,0.5,4,0,P+B Investment,0,3
R10414_Row10414_Row10414_Row10414#3,M,M,60000,2,36,0,1,2,0.5,4,0,P+B Investment,0,3
R10415_Row10415_Row10415_Row10415#3,S,F,60000,2,36,0,1,2,0.5,4,0,P+B Investment,0,3
R10416_Row10416_Row10416_Row10416#3,S,M,60000,2,36,1,1,2,0.1,4,0,P+B Investment,0,3
R10417_Row10417_Row10417_Row10417#3,S,F,60000,2,36,1,0,2,0.1,4,0,P+B Investment,0,3
R10423_Row10423_Row10423_Row10423#3,S,M,90000,1,53,1,1,2,0.2,5,2,P+B Investment,0,3
R10427_Row10427_Row10427_Row10427#3,M,F,70000,2,54,1,0,2,0.5,4,3,P+B Investment,0,3
R10428_Row10428_Row10428_Row10428#3,M,F,70000,2,53,1,0,2,0.5,4,3,P+B Investment,0,3
R10429_Row10429_Row10429_Row10429#3,M,F,70000,2,54,1,0,2,0.5,4,3,P+B Investment,0,3
R10469_Row10469_Row10469_Row10469#3,S,F,70000,1,63,1,1,2,0.2,5,2,P+B Investment,1,3
R10470_Row10470_Row10470_Row10470#3,S,F,70000,1,63,1,0,2,0.2,4,2,P+B Investment,1,3
R10471_Row10471_Row10471_Row10471#3,M,M,70000,1,63,0,0,2,1,4,2,P+B Investment,1,3
R10472_Row10472_Row10472_Row10472#3,M,M,70000,1,62,0,1,2,0.2,4,2,P+B Investment,1,3
R10474_Row10474_Row10474_Row10474#3,M,M,60000,1,61,0,1,2,1,4,2,P+B Investment,1,3
R10481_Row10481_Row10481_Row10481#3,M,M,60000,2,61,0,0,2,1,4,2,P+B Investment,1,3
R10482_Row10482_Row10482_Row10482#3,S,F,60000,2,61,1,1,2,0.2,4,2,P+B Investment,1,3
R10483_Row10483_Row10483_Row10483#3,M,F,60000,2,61,1,0,2,0.2,4,2,P+B Investment,1,3
R10484_Row10484_Row10484_Row10484#3,M,F,60000,2,61,1,1,2,0.2,4,2,P+B Investment,1,3
R10485_Row10485_Row10485_Row10485#3,M,M,60000,2,61,1,1,2,0.2,4,2,P+B Investment,1,3
R10487_Row10487_Row10487_Row10487#3,S,F,70000,2,61,1,1,2,1,5,4,P+B Investment,1,3
R10488_Row10488_Row10488_Row10488#3,M,F,70000,2,61,1,1,2,0.1,4,4,P+B Investment,1,3
R10491_Row10491_Row10491_Row10491#3,M,M,60000,2,60,1,1,2,0.2,3,2,P+B Investment,1,3
R10492_Row10492_Row10492_Row10492#3,S,M,60000,1,59,0,1,2,1,4,2,P+B Investment,1,3
R10496_Row10496_Row10496_Row10496#3,M,F,60000,2,58,0,1,2,1,4,2,P+B Investment,1,3
R10497_Row10497_Row10497_Row10497#3,M,M,60000,2,59,0,1,2,1,4,2,P+B Investment,1,3
R10498_Row10498_Row10498_Row10498#3,M,M,60000,2,59,0,1,2,1,4,2,P+B Investment,1,3
R10499_Row10499_Row10499_Row10499#3,M,F,70000,1,58,0,1,2,0.1,4,4,P+B Investment,2,3
R10505_Row10505_Row10505_Row10505#3,S,M,110000,3,53,1,1,3,0.5,4,2,P+B Investment,4,3
R10506_Row10506_Row10506_Row10506#3,M,M,130000,2,52,1,1,3,0.5,4,3,P+B Investment,4,3
R10507_Row10507_Row10507_Row10507#3,M,M,150000,3,53,0,1,3,0.5,4,1,P+B Investment,3,3
R10509_Row10509_Row10509_Row10509#3,M,F,130000,3,54,1,1,3,0.5,4,3,P+B Investment,4,3
R10510_Row10510_Row10510_Row10510#3,M,F,80000,1,55,0,1,3,0.2,4,3,P+B Investment,2,3
R10511_Row10511_Row10511_Row10511#3,M,M,80000,1,56,0,0,3,0.2,4,4,P+B Investment,2,3
R10512_Row10512_Row10512_Row10512#3,M,F,80000,1,55,0,1,3,0.2,4,4,P+B Investment,2,3
R10521_Row10521_Row10521_Row10521#3,S,F,80000,2,64,0,1,3,0.2,5,5,P+B Investment,0,3
R10522_Row10522_Row10522_Row10522#3,S,F,90000,2,64,0,0,3,1,4,5,P+B Investment,0,3
R10524_Row10524_Row10524_Row10524#3,S,F,80000,1,57,0,1,3,1,5,4,P+B Investment,2,3
R10525_Row10525_Row10525_Row10525#3,M,F,80000,2,57,0,1,3,1,4,4,P+B Investment,2,3
R10526_Row10526_Row10526_Row10526#3,S,M,80000,2,56,0,1,3,1,4,4,P+B Investment,2,3
R10528_Row10528_Row10528_Row10528#3,M,M,130000,4,56,0,1,3,0,4,3,P+B Investment,4,3
R10533_Row10533_Row10533_Row10533#3,M,M,130000,2,57,0,0,3,0,5,0,P+B Investment,5,3
R10539_Row10539_Row10539_Row10539#3,M,M,100000,4,60,0,1,3,1,5,3,P+B Investment,4,3
R10541_Row10541_Row10541_Row10541#3,M,F,160000,3,60,0,0,3,1,5,2,P+B Investment,5,3
R10557_Row10557_Row10557_Row10557#3,S,F,110000,3,36,1,0,1,1,4,0,P+B Investment,5,3
R10574_Row10574_Row10574_Row10574#3,M,M,100000,1,46,0,1,2,0,5,5,P+B Investment,2,3
R10575_Row10575_Row10575_Row10575#3,M,M,80000,2,54,1,1,2,0.2,4,3,P+B Investment,0,3
R10576_Row10576_Row10576_Row10576#3,M,M,80000,2,54,1,0,2,0.2,4,3,P+B Investment,0,3
R10580_Row10580_Row10580_Row10580#3,S,F,80000,2,46,0,1,2,0.2,5,4,P+B Investment,3,3
R10581_Row10581_Row10581_Row10581#3,M,F,80000,2,47,0,1,2,0,4,4,P+B Investment,3,3
R10681_Row10681_Row10681_Row10681#3,S,M,40000,1,39,1,0,3,0.1,1,2,P+B Investment,2,3
R10682_Row10682_Row10682_Row10682#3,S,F,40000,2,39,0,1,3,0.1,2,2,P+B Investment,2,3
R10683_Row10683_Row10683_Row10683#3,S,M,40000,2,39,1,1,3,0,2,2,P+B Investment,2,3
R10685_Row10685_Row10685_Row10685#3,S,F,40000,1,36,1,1,2,0.1,1,3,P+B Investment,3,3
R10686_Row10686_Row10686_Row10686#3,M,M,40000,2,36,0,1,2,0,2,3,P+B Investment,3,3
R10699_Row10699_Row10699_Row10699#3,M,M,40000,1,56,1,0,2,0.1,1,1,P+B Investment,0,3
R10700_Row10700_Row10700_Row10700#3,M,M,40000,1,56,1,1,2,0.1,2,1,P+B Investment,0,3
R10704_Row10704_Row10704_Row10704#3,M,M,40000,1,55,1,0,2,0.1,2,1,P+B Investment,0,3
R10708_Row10708_Row10708_Row10708#3,M,F,40000,1,52,0,1,2,0,3,2,P+B Investment,0,3
R10709_Row10709_Row10709_Row10709#3,S,F,40000,1,52,1,1,2,0.1,2,2,P+B Investment,0,3
R10710_Row10710_Row10710_Row10710#3,M,F,40000,1,51,1,1,2,0.1,2,2,P+B Investment,0,3
R10711_Row10711_Row10711_Row10711#3,S,F,40000,1,51,1,1,2,0.1,2,2,P+B Investment,0,3
R10717_Row10717_Row10717_Row10717#3,M,M,40000,1,51,0,0,2,0,3,2,P+B Investment,0,3
R10741_Row10741_Row10741_Row10741#3,M,F,70000,2,54,1,1,2,0.5,2,3,P+B Investment,0,3
R10742_Row10742_Row10742_Row10742#3,M,F,90000,3,44,0,1,2,0.2,4,4,P+B Investment,4,3
R10774_Row10774_Row10774_Row10774#3,M,M,70000,1,63,0,1,2,1,5,2,P+B Investment,1,3
R10775_Row10775_Row10775_Row10775#3,S,M,70000,1,63,0,1,2,1,4,2,P+B Investment,1,3
R10776_Row10776_Row10776_Row10776#3,M,M,70000,1,63,0,1,2,1,4,2,P+B Investment,1,3
R10777_Row10777_Row10777_Row10777#3,M,F,70000,1,63,0,1,2,0.2,4,2,P+B Investment,1,3
R10778_Row10778_Row10778_Row10778#3,M,M,70000,1,63,0,1,2,0.2,4,2,P+B Investment,1,3
R10779_Row10779_Row10779_Row10779#3,S,M,70000,1,63,0,1,2,1,4,2,P+B Investment,1,3
R10780_Row10780_Row10780_Row10780#3,M,M,70000,1,63,0,1,2,0.2,4,2,P+B Investment,1,3
R10784_Row10784_Row10784_Row10784#3,S,F,60000,1,62,0,1,2,1,4,2,P+B Investment,1,3
R10785_Row10785_Row10785_Row10785#3,S,F,60000,2,62,1,1,2,0.2,4,2,P+B Investment,1,3
R10792_Row10792_Row10792_Row10792#3,M,F,60000,2,61,0,1,2,1,5,2,P+B Investment,1,3
R10793_Row10793_Row10793_Row10793#3,M,F,60000,2,61,1,1,2,0.2,4,2,P+B Investment,1,3
R10794_Row10794_Row10794_Row10794#3,M,F,60000,0,61,1,1,2,0.2,4,2,P+B Investment,1,3
R10795_Row10795_Row10795_Row10795#3,S,M,70000,2,61,1,0,2,1,4,4,P+B Investment,1,3
R10797_Row10797_Row10797_Row10797#3,M,M,60000,2,60,1,1,2,0.2,3,2,P+B Investment,1,3
R10798_Row10798_Row10798_Row10798#3,M,F,60000,2,60,1,1,2,0.2,4,2,P+B Investment,1,3
R10799_Row10799_Row10799_Row10799#3,M,M,60000,2,60,0,1,2,1,4,2,P+B Investment,1,3
R10800_Row10800_Row10800_Row10800#3,M,F,60000,1,60,0,1,2,0.2,4,2,P+B Investment,1,3
R10801_Row10801_Row10801_Row10801#3,M,F,70000,1,59,0,1,2,0.1,4,4,P+B Investment,2,3
R10805_Row10805_Row10805_Row10805#3,M,M,60000,1,59,0,1,2,0.2,4,2,P+B Investment,1,3
R10806_Row10806_Row10806_Row10806#3,S,M,60000,2,59,0,1,2,1,4,2,P+B Investment,1,3
R10807_Row10807_Row10807_Row10807#3,M,F,60000,2,58,1,1,2,0.2,4,2,P+B Investment,1,3
R10808_Row10808_Row10808_Row10808#3,M,F,60000,2,59,1,0,2,0.2,4,2,P+B Investment,1,3
R10809_Row10809_Row10809_Row10809#3,M,F,60000,2,59,0,1,2,1,4,2,P+B Investment,1,3
R10810_Row10810_Row10810_Row10810#3,M,M,70000,2,58,1,1,2,1,4,4,P+B Investment,2,3
R10817_Row10817_Row10817_Row10817#3,M,M,160000,4,52,1,0,3,0.5,5,1,P+B Investment,3,3
R10818_Row10818_Row10818_Row10818#3,M,M,110000,3,52,0,1,3,0.5,4,2,P+B Investment,4,3
R10819_Row10819_Row10819_Row10819#3,M,F,110000,3,52,0,1,3,0.5,4,2,P+B Investment,4,3
R10820_Row10820_Row10820_Row10820#3,M,F,110000,3,53,0,1,3,0.5,4,2,P+B Investment,4,3
R10825_Row10825_Row10825_Row10825#3,M,M,110000,4,54,0,1,3,0.5,4,3,P+B Investment,4,3
R10827_Row10827_Row10827_Row10827#3,M,F,130000,3,55,1,1,3,0,4,3,P+B Investment,4,3
R10828_Row10828_Row10828_Row10828#3,S,F,130000,3,55,1,1,3,0,4,3,P+B Investment,4,3
R10831_Row10831_Row10831_Row10831#3,M,F,80000,1,56,0,1,3,1,4,3,P+B Investment,2,3
R10833_Row10833_Row10833_Row10833#3,S,M,90000,2,66,1,1,3,0.2,5,5,P+B Investment,0,3
R10834_Row10834_Row10834_Row10834#3,M,F,90000,2,66,0,0,3,1,4,5,P+B Investment,0,3
R10837_Row10837_Row10837_Row10837#3,M,F,80000,2,65,0,1,3,0.2,5,5,P+B Investment,0,3
R10838_Row10838_Row10838_Row10838#3,M,M,90000,2,65,0,0,3,1,4,5,P+B Investment,0,3
R10840_Row10840_Row10840_Row10840#3,M,F,130000,4,64,0,1,3,0.5,5,4,P+B Investment,4,3
R10844_Row10844_Row10844_Row10844#3,M,M,80000,1,56,0,1,3,0.2,5,4,P+B Investment,2,3
R10846_Row10846_Row10846_Row10846#3,M,M,110000,4,55,0,0,3,1,4,3,P+B Investment,4,3
R10848_Row10848_Row10848_Row10848#3,M,M,130000,2,57,1,0,3,1,4,4,P+B Investment,5,3
R10849_Row10849_Row10849_Row10849#3,M,M,80000,2,58,0,0,3,1,4,4,P+B Investment,1,3
R10853_Row10853_Row10853_Row10853#3,M,F,100000,4,59,0,1,3,0.5,4,3,P+B Investment,4,3
R10855_Row10855_Row10855_Row10855#3,M,F,170000,4,59,1,1,3,1,4,0,P+B Investment,5,3
R10856_Row10856_Row10856_Row10856#3,M,M,120000,3,60,0,0,3,1,5,4,P+B Investment,5,3
R10889_Row10889_Row10889_Row10889#3,M,F,110000,3,37,1,1,1,1,5,0,P+B Investment,5,3
R10900_Row10900_Row10900_Row10900#3,S,M,80000,2,46,0,1,2,0.2,4,4,P+B Investment,3,3
R10901_Row10901_Row10901_Row10901#3,M,F,90000,3,46,0,1,2,0,4,5,P+B Investment,5,3
R10903_Row10903_Row10903_Row10903#3,S,M,70000,0,54,1,0,2,0.5,5,3,P+B Investment,2,3
R10904_Row10904_Row10904_Row10904#3,M,M,70000,0,54,0,1,2,0.5,4,4,P+B Investment,3,3
R10910_Row10910_Row10910_Row10910#3,S,F,30000,1,36,1,1,3,0.2,5,0,P+B Investment,0,3
R10915_Row10915_Row10915_Row10915#3,M,M,70000,1,48,1,0,2,0.2,1,1,P+B Investment,0,3
R10919_Row10919_Row10919_Row10919#3,M,F,60000,1,49,1,1,2,0.2,3,1,P+B Investment,0,3
R10920_Row10920_Row10920_Row10920#3,M,F,60000,1,49,1,1,2,0.2,3,1,P+B Investment,0,3
R10921_Row10921_Row10921_Row10921#3,M,M,60000,1,49,1,1,2,0,3,1,P+B Investment,0,3
R10922_Row10922_Row10922_Row10922#3,M,F,60000,1,48,1,1,2,0.2,3,1,P+B Investment,0,3
R10923_Row10923_Row10923_Row10923#3,M,M,60000,1,49,1,1,2,0,3,1,P+B Investment,0,3
R10931_Row10931_Row10931_Row10931#3,M,M,60000,1,50,1,1,2,0,4,1,P+B Investment,0,3
R10932_Row10932_Row10932_Row10932#3,M,M,60000,1,50,1,0,2,0.2,3,1,P+B Investment,0,3
R10982_Row10982_Row10982_Row10982#3,M,F,60000,1,49,1,1,1,0,4,1,P+B Investment,0,3
R10983_Row10983_Row10983_Row10983#3,M,M,60000,1,49,1,1,1,0,3,1,P+B Investment,0,3
R10984_Row10984_Row10984_Row10984#3,S,F,60000,1,50,1,1,1,0.5,3,1,P+B Investment,0,3
R10985_Row10985_Row10985_Row10985#3,M,M,60000,1,49,1,1,1,0.5,3,1,P+B Investment,0,3
R10986_Row10986_Row10986_Row10986#3,S,F,60000,1,50,1,1,1,0.5,3,1,P+B Investment,0,3
R10995_Row10995_Row10995_Row10995#3,S,F,70000,2,48,0,1,1,0.5,4,5,P+B Investment,4,3
R10996_Row10996_Row10996_Row10996#3,M,F,60000,1,48,1,1,1,0,3,1,P+B Investment,0,3
